Father,Father Name,Father No of pairs,Father Qty,Child,Child Name,Child Qty,Process,Process Order
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,3-FB-3290Z-BK-G08,FG SC-Fortune Kinaloor-3290Z-Black-Gents-08,3,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,3-FB-3290Z-BK-G06,FG SC-Fortune Kinaloor-3290Z-Black-Gents-06,2,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,3-FB-3290Z-BK-G10,FG SC-Fortune Kinaloor-3290Z-Black-Gents-10,2,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.84,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,7-MC-0304,Packing Materials-Master Carton-NEW EXPORT CARTON GENTS 6X10 12 PAIR,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.9,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,3-FB-3290Z-BK-G07,FG SC-Fortune Kinaloor-3290Z-Black-Gents-07,2,Master_Carton_Packing,1
2-FB-3290Z-BK-G1,Footwear-Pride-3290Z-Black-Gents-6X10,12,1,3-FB-3290Z-BK-G09,FG SC-Fortune Kinaloor-3290Z-Black-Gents-09,3,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.84,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-OT-0007,Packing Materials-Others-SILICA GEL,0.024,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,4-MPU-3290-BK-G06,Semi Finished-MOULDED PU PAIR-3290-Black-Gents-06,3,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,4-MPU-3290-BK-G09,Semi Finished-MOULDED PU PAIR-3290-Black-Gents-09,6,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,4-MPU-3290-BK-G08,Semi Finished-MOULDED PU PAIR-3290-Black-Gents-08,6,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,FGMC-OH,,24,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.9,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,4-MPU-3290-BK-G10,Semi Finished-MOULDED PU PAIR-3290-Black-Gents-10,3,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-OT-0045,"Packing Materials-Others-VKC Pride PP Polybag (17""x 20"") 300 Gauge",4,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,4-MPU-3290-BK-G07,Semi Finished-MOULDED PU PAIR-3290-Black-Gents-07,6,Master_Carton_Packing,1
2-FB-3290Z-BK-G1-P24,Footwear-Pride-3290Z-Black-Gents-6X10-Export-P24,24,1,7-MC-0329,Packing Materials-Master Carton-New Pride Export Multicolor 5Ply MC (46.5x36x30),1,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,3-FB-3290Z-BK-G09,FG SC-Fortune Kinaloor-3290Z-Black-Gents-09,3,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,3-FB-3290Z-BK-G10,FG SC-Fortune Kinaloor-3290Z-Black-Gents-10,2,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.84,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,3-FB-3290Z-BK-G08,FG SC-Fortune Kinaloor-3290Z-Black-Gents-08,4,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,7-MC-0304,Packing Materials-Master Carton-NEW EXPORT CARTON GENTS 6X10 12 PAIR,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,3-FB-3290Z-BK-G07,FG SC-Fortune Kinaloor-3290Z-Black-Gents-07,3,Master_Carton_Packing,1
2-FB-3290Z-BK-G2,Footwear-Pride-3290Z-Black-Gents-7X10-Export,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.9,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.2,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,7-MC-0124,PACKING MATERIAL-Master Carton-Master Carton-CARTON VKC PRIDE 11X12 EXPORT,1,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,3-FB-3290Z-BK-X11,FG SC-Fortune Kinaloor-3290Z-Black-Giants-11-Export,6,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,1.9,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,3-FB-3290Z-BK-X12,FG SC-Fortune Kinaloor-3290Z-Black-Giants-12-Export,6,Master_Carton_Packing,1
2-FB-3290Z-BK-X1,Footwear-Pride-3290Z-Black-Giants-11X12-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,7-MC-0124,PACKING MATERIAL-Master Carton-Master Carton-CARTON VKC PRIDE 11X12 EXPORT,1,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,1.9,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,3-FB-3290Z-BK-X11,FG SC-Fortune Kinaloor-3290Z-Black-Giants-11-Export,5,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,3-FB-3290Z-BK-X10,FG SC-Fortune Kinaloor-3290Z-Black-Giants-10-Export,3,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.2,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,3-FB-3290Z-BK-X12,FG SC-Fortune Kinaloor-3290Z-Black-Giants-12-Export,4,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BK-X2,Footwear-Pride-3290Z-Black-Giants-10X12-Export,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,3-FB-3290Z-BR-G06,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-06,2,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.84,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,3-FB-3290Z-BR-G09,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-09,3,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,3-FB-3290Z-BR-G10,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-10,2,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,3-FB-3290Z-BR-G08,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-08,3,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,7-MC-0304,Packing Materials-Master Carton-NEW EXPORT CARTON GENTS 6X10 12 PAIR,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.9,Master_Carton_Packing,1
2-FB-3290Z-BR-G1,Footwear-Pride-3290Z-Brown-Gents-6X10,12,1,3-FB-3290Z-BR-G07,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-07,2,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.84,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,4-MPU-3290-BR-G06,Semi Finished-MOULDED PU PAIR-3290-Brown-Gents-06,3,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,4-MPU-3290-BR-G08,Semi Finished-MOULDED PU PAIR-3290-Brown-Gents-08,6,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.9,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-OT-0045,"Packing Materials-Others-VKC Pride PP Polybag (17""x 20"") 300 Gauge",4,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-MC-0329,Packing Materials-Master Carton-New Pride Export Multicolor 5Ply MC (46.5x36x30),1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-OT-0007,Packing Materials-Others-SILICA GEL,0.024,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,4-MPU-3290-BR-G10,Semi Finished-MOULDED PU PAIR-3290-Brown-Gents-10,3,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,FGMC-OH,,24,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,4-MPU-3290-BR-G07,Semi Finished-MOULDED PU PAIR-3290-Brown-Gents-07,6,Master_Carton_Packing,1
2-FB-3290Z-BR-G1-P24,Footwear-Pride-3290Z-Brown-Gents-6X10-Export-P24,24,1,4-MPU-3290-BR-G09,Semi Finished-MOULDED PU PAIR-3290-Brown-Gents-09,6,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,3-FB-3290Z-BR-G08,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-08,4,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,3-FB-3290Z-BR-G10,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-10,2,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,3-FB-3290Z-BR-G07,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-07,3,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.9,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.84,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,7-MC-0304,Packing Materials-Master Carton-NEW EXPORT CARTON GENTS 6X10 12 PAIR,1,Master_Carton_Packing,1
2-FB-3290Z-BR-G2,Footwear-Pride-3290Z-Brown-Gents-7X10-Export,12,1,3-FB-3290Z-BR-G09,FG SC-Fortune Kinaloor-3290Z-Brown-Gents-09,3,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,3-FB-3290Z-BR-X11,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-11-Export,6,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,1.9,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,7-MC-0124,PACKING MATERIAL-Master Carton-Master Carton-CARTON VKC PRIDE 11X12 EXPORT,1,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,3-FB-3290Z-BR-X12,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-12-Export,6,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BR-X1,Footwear-Pride-3290Z-Brown-Giants-11X12-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.2,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,3-FB-3290Z-BR-X12,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-12-Export,4,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.2,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,3-FB-3290Z-BR-X11,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-11-Export,5,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,7-MC-0124,PACKING MATERIAL-Master Carton-Master Carton-CARTON VKC PRIDE 11X12 EXPORT,1,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,3-FB-3290Z-BR-X10,FG SC-Fortune Kinaloor-3290Z-Brown-Giants-10-Export,3,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,1.9,Master_Carton_Packing,1
2-FB-3290Z-BR-X2,Footwear-Pride-3290Z-Brown-Giants-10X12-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,7-PS-0050,Packing Materials-Paper Stickers-DT PLAIN STICKER 40X60,1,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,3-FB-3290Z-TA-G09,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-09,3,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,7-MC-0304,Packing Materials-Master Carton-NEW EXPORT CARTON GENTS 6X10 12 PAIR,1,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,7-BT-0001,PACKING MATERIAL-Box Strap-Box Belt 12 MM,3.3,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.34,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,3-FB-3290Z-TA-G08,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-08,4,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,3-FB-3290Z-TA-G07,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-07,3,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,3-FB-3290Z-TA-G10,FG SC-Fortune Kinaloor-3290Z-Tan-Gents-10,2,Master_Carton_Packing,1
2-FB-3290Z-TA-G2,Footwear-PRIDE-3290Z-Tan-Gents-7X10,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,FGMC-OH,,12,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,3-FB-3290Z-TA-X10,FG SC-Fortune Kinaloor-3290Z-Tan-Giants-10-Export,4,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,7-PS-0038,PACKING MATERIAL-Paper Stickers-EXPORT CARTON STICKER 4X10,1,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,7-MC-0124,PACKING MATERIAL-Master Carton-Master Carton-CARTON VKC PRIDE 11X12 EXPORT,1,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,3-FB-3290Z-TA-X12,FG SC-Fortune Kinaloor-3290Z-Tan-Giants-12-Export,4,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,7-AT-0015,Packing Materials-Adhesive Tape-Adhesive Tape-Bopp Tape(Transparent)VKC Printed - 72 Mm x 650 Mtr,1.3,Master_Carton_Packing,1
2-FB-3290Z-TA-X2,Footwear-Pride-3290Z-Tan-Giants-10X12-Export,12,1,7-OT-0059,"Packing Materials-Others-Master Carton Sticker 4""x 6"" (Plain)",1,Master_Carton_Packing,1
